sample	reference	predicted_accuracy	null_model_p0	null_model_p0_stdev	damage_model_p	damage_model_p_stdev	damage_model_pmin	damage_model_pmin_stdev	damage_model_pmax	damage_model_pmax_stdev	pvalue	qvalue	RMSE	nb_reads_aligned	coverage	reflen	CtoT-0	CtoT-1	CtoT-2	CtoT-3	CtoT-4	CtoT-5	CtoT-6	CtoT-7	CtoT-8	CtoT-9	CtoT-10	CtoT-11	CtoT-12	CtoT-13	CtoT-14	CtoT-15	CtoT-16	CtoT-17	CtoT-18	CtoT-19
LS-55	NODE_4404_length_17622_cov_36.7	0.487	0.005	0.001	0.090	1.098	0.006	0.005	0.006	0.003	1.000	1.000	0.003	3978	32.149	17622	0.004	0.009	0.005	0.003	0.002	0.004	0.006	0.004	0.005	0.004	0.007	0.005	0.011	0.005	0.012	0.002	0.009	0.000	0.000	0.009
LS-55	NODE_36_length_266075_cov_29.1	1.000	0.001	0.000	0.889	1.132	0.001	0.000	0.001	0.001	1.000	1.000	0.000	47685	25.687	266075	0.001	0.001	0.003	0.002	0.001	0.001	0.001	0.002	0.001	0.001	0.002	0.001	0.000	0.001	0.001	0.001	0.001	0.001	0.002	0.001
LS-55	NODE_46946_length_3813_cov_8.3	0.206	0.003	0.002	0.300	1.196	0.004	0.003	0.004	0.009	1.000	1.000	0.010	203	7.286	3813	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.034	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_50997_length_3616_cov_10.4	0.207	0.001	0.001	0.510	3.022	0.002	0.002	0.002	0.007	1.000	1.000	0.006	232	9.244	3616	0.000	0.000	0.000	0.000	0.000	0.000	0.029	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_16460_length_7442_cov_12.1	0.234	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	557	10.708	7442	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_63231_length_3176_cov_65.7	0.625	0.028	0.003	0.990	0.534	0.029	0.003	0.029	0.012	1.000	1.000	0.012	1378	57.915	3176	0.006	0.033	0.024	0.036	0.023	0.030	0.042	0.031	0.024	0.040	0.017	0.021	0.026	0.038	0.059	0.008	0.027	0.025	0.034	0.015
LS-55	NODE_16005_length_7584_cov_8.1	0.229	0.002	0.002	0.620	2.489	0.003	0.002	0.003	0.008	0.995	1.000	0.007	379	7.147	7584	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_16814_length_7340_cov_133.2	0.896	0.022	0.001	0.859	0.666	0.023	0.001	0.023	0.005	1.000	1.000	0.005	6010	116.494	7340	0.015	0.021	0.027	0.019	0.015	0.020	0.025	0.023	0.030	0.027	0.020	0.016	0.034	0.025	0.023	0.023	0.028	0.026	0.016	0.017
LS-55	NODE_5727_length_14897_cov_72.9	0.647	0.001	0.000	0.990	2.398	0.001	0.000	0.001	0.001	0.907	1.000	0.001	6678	64.448	14897	0.001	0.000	0.002	0.000	0.001	0.001	0.001	0.001	0.000	0.003	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_7125_length_12924_cov_23.0	0.350	0.004	0.001	0.537	0.894	0.004	0.001	0.004	0.003	1.000	1.000	0.003	1813	20.067	12924	0.003	0.000	0.003	0.010	0.006	0.003	0.004	0.000	0.007	0.003	0.013	0.000	0.003	0.000	0.004	0.006	0.007	0.006	0.003	0.003
LS-55	NODE_4696_length_16896_cov_25.7	0.392	0.000	0.000	0.239	0.755	0.001	0.000	0.001	0.001	1.000	1.000	0.001	2690	22.866	16896	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.003	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_2965_length_22558_cov_18.8	0.410	0.001	0.000	0.034	24.238	0.001	0.005	0.001	0.001	0.954	1.000	0.002	2658	16.894	22558	0.000	0.004	0.000	0.000	0.000	0.003	0.003	0.000	0.000	0.003	0.003	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.006	0.000
LS-55	NODE_30326_length_5020_cov_9.1	0.295	0.010	0.003	0.990	1.052	0.009	0.004	0.024	0.015	0.737	1.000	0.014	285	7.934	5020	0.024	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.026	0.000	0.000	0.026	0.043	0.000	0.027	0.000	0.000	0.026	0.000	0.026
LS-55	NODE_8159_length_11870_cov_34.4	0.412	0.004	0.001	0.990	1.448	0.004	0.001	0.006	0.003	0.800	1.000	0.003	2505	29.942	11870	0.006	0.003	0.009	0.000	0.003	0.002	0.003	0.002	0.007	0.005	0.002	0.000	0.002	0.005	0.005	0.005	0.002	0.010	0.000	0.005
LS-55	NODE_3899_length_19081_cov_11.6	0.338	0.001	0.001	0.204	0.854	0.002	0.001	0.002	0.002	1.000	1.000	0.002	1372	10.176	19081	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.005	0.000	0.005	0.006	0.000	0.000	0.000	0.000	0.005	0.000	0.000
LS-55	NODE_2876_length_23045_cov_18.6	0.442	0.006	0.001	0.000	0.000	0.003	0.004	0.007	0.001	0.417	1.000	0.003	2735	16.432	23045	0.007	0.006	0.008	0.005	0.011	0.000	0.008	0.008	0.003	0.003	0.006	0.009	0.011	0.009	0.003	0.005	0.005	0.003	0.000	0.009
LS-55	NODE_5922_length_14577_cov_41.1	0.475	0.005	0.001	0.990	1.609	0.005	0.001	0.005	0.003	1.000	1.000	0.003	3649	35.886	14577	0.004	0.008	0.003	0.003	0.009	0.005	0.007	0.007	0.006	0.007	0.003	0.006	0.005	0.002	0.003	0.003	0.003	0.010	0.003	0.011
LS-55	NODE_21290_length_6284_cov_33.8	0.351	0.002	0.001	0.990	1.118	0.002	0.001	0.006	0.004	0.708	1.000	0.004	1261	29.069	6284	0.006	0.000	0.000	0.008	0.000	0.000	0.000	0.007	0.000	0.000	0.007	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.006	0.000
LS-55	NODE_7529_length_12465_cov_8.6	0.257	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	644	7.493	12465	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_8333_length_11693_cov_24.0	0.339	0.002	0.001	0.990	4.199	0.002	0.001	0.003	0.003	0.950	1.000	0.003	1734	20.913	11693	0.003	0.000	0.004	0.000	0.000	0.012	0.004	0.000	0.000	0.000	0.000	0.000	0.000	0.004	0.000	0.004	0.000	0.004	0.000	0.008
LS-55	NODE_31554_length_4893_cov_28.3	0.318	0.006	0.001	0.228	0.677	0.005	0.002	0.008	0.004	0.696	1.000	0.005	849	24.228	4893	0.006	0.010	0.007	0.006	0.008	0.008	0.000	0.014	0.008	0.000	0.000	0.000	0.000	0.000	0.007	0.009	0.015	0.008	0.008	0.000
LS-55	NODE_22075_length_6144_cov_63.9	0.534	0.007	0.001	0.990	2.846	0.007	0.001	0.007	0.005	1.000	1.000	0.005	2412	56.114	6144	0.005	0.009	0.000	0.007	0.004	0.007	0.008	0.000	0.007	0.007	0.004	0.007	0.011	0.004	0.010	0.000	0.015	0.008	0.013	0.019
LS-55	NODE_9920_length_10441_cov_19.6	0.351	0.005	0.001	0.010	0.267	0.013	0.022	0.013	0.004	1.000	1.000	0.009	1284	17.387	10441	0.000	0.006	0.014	0.000	0.000	0.000	0.000	0.005	0.005	0.000	0.000	0.005	0.010	0.014	0.011	0.019	0.010	0.000	0.005	0.005
LS-55	NODE_13168_length_8615_cov_17.2	0.285	0.002	0.001	0.990	1.521	0.002	0.001	0.005	0.004	0.766	1.000	0.004	895	14.886	8615	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.013	0.000	0.006	0.006	0.007	0.000	0.000	0.000	0.006	0.000	0.000	0.000	0.000
LS-55	NODE_58998_length_3311_cov_6.7	0.185	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	140	6.059	3311	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_2900_length_22827_cov_16.2	0.413	0.003	0.001	0.000	0.000	0.004	0.003	0.004	0.002	1.000	1.000	0.003	2319	14.573	22827	0.003	0.000	0.003	0.006	0.000	0.013	0.000	0.000	0.000	0.000	0.003	0.003	0.000	0.004	0.000	0.000	0.003	0.006	0.006	0.003
LS-55	NODE_11781_length_9291_cov_20.3	0.303	0.003	0.001	0.990	5.403	0.003	0.001	0.004	0.005	0.969	1.000	0.004	1156	17.776	9291	0.004	0.000	0.000	0.000	0.006	0.005	0.000	0.005	0.000	0.000	0.016	0.005	0.000	0.006	0.000	0.000	0.005	0.010	0.000	0.000
LS-55	NODE_5976_length_14466_cov_18.2	0.330	0.002	0.001	0.343	1.011	0.002	0.001	0.002	0.002	1.000	1.000	0.002	1610	15.979	14466	0.000	0.005	0.000	0.000	0.004	0.000	0.004	0.000	0.007	0.000	0.000	0.004	0.004	0.004	0.003	0.004	0.000	0.003	0.000	0.000
LS-55	NODE_20530_length_6435_cov_10.8	0.239	0.004	0.001	0.390	0.815	0.005	0.002	0.005	0.006	1.000	1.000	0.006	428	9.455	6435	0.000	0.000	0.000	0.011	0.000	0.000	0.016	0.000	0.000	0.000	0.013	0.012	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.015
LS-55	NODE_59704_length_3288_cov_11.2	0.251	0.013	0.006	0.990	1.934	0.014	0.006	0.014	0.026	1.000	1.000	0.024	231	9.938	3288	0.000	0.034	0.000	0.000	0.053	0.000	0.000	0.000	0.000	0.000	0.000	0.059	0.045	0.077	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_63958_length_3154_cov_6.7	0.182	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	123	5.639	3154	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_18513_length_6873_cov_15.3	0.330	0.013	0.003	0.000	0.683	0.021	0.057	0.021	0.010	1.000	1.000	0.016	673	13.398	6873	0.011	0.000	0.033	0.011	0.000	0.025	0.027	0.017	0.000	0.000	0.000	0.000	0.041	0.000	0.012	0.022	0.000	0.013	0.012	0.042
LS-55	NODE_63594_length_3164_cov_11.8	0.243	0.009	0.004	0.506	1.422	0.011	0.006	0.011	0.020	1.000	1.000	0.019	247	10.854	3164	0.000	0.000	0.000	0.000	0.065	0.000	0.000	0.000	0.000	0.000	0.036	0.000	0.000	0.038	0.048	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_5784_length_14779_cov_8.2	0.278	0.001	0.001	0.243	1.417	0.001	0.001	0.001	0.003	1.000	1.000	0.003	737	7.161	14779	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_7587_length_12389_cov_12.0	0.285	0.003	0.001	0.808	1.342	0.003	0.001	0.003	0.005	1.000	1.000	0.004	912	10.583	12389	0.000	0.000	0.009	0.009	0.000	0.008	0.000	0.000	0.000	0.000	0.000	0.010	0.008	0.000	0.010	0.000	0.000	0.000	0.010	0.000
LS-55	NODE_67005_length_3068_cov_6.9	0.183	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	129	6.037	3068	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_8373_length_11650_cov_55.2	0.564	0.010	0.002	0.841	0.780	0.011	0.002	0.011	0.007	1.000	1.000	0.007	4032	49.147	11650	0.002	0.008	0.012	0.016	0.026	0.000	0.017	0.005	0.022	0.013	0.002	0.014	0.007	0.005	0.005	0.010	0.005	0.009	0.014	0.007
LS-55	NODE_775_length_49861_cov_45.6	0.810	0.003	0.000	0.633	0.402	0.003	0.000	0.003	0.001	1.000	1.000	0.001	14068	40.061	49861	0.001	0.002	0.003	0.003	0.003	0.005	0.006	0.004	0.004	0.003	0.003	0.003	0.001	0.002	0.006	0.004	0.002	0.005	0.003	0.002
LS-55	NODE_6849_length_13262_cov_31.8	0.413	0.003	0.001	0.852	1.096	0.003	0.001	0.006	0.003	0.671	1.000	0.003	2579	27.908	13262	0.006	0.004	0.000	0.010	0.000	0.007	0.007	0.000	0.003	0.007	0.007	0.003	0.004	0.000	0.004	0.000	0.000	0.000	0.000	0.003
LS-55	NODE_16043_length_7571_cov_15.3	0.337	0.009	0.002	0.000	0.302	0.021	0.041	0.021	0.006	1.000	1.000	0.015	725	13.526	7571	0.007	0.000	0.009	0.000	0.009	0.000	0.011	0.028	0.020	0.000	0.020	0.000	0.000	0.000	0.000	0.019	0.011	0.021	0.011	0.022
LS-55	NODE_1645_length_32985_cov_26.6	0.575	0.002	0.000	0.526	0.602	0.003	0.001	0.003	0.002	1.000	1.000	0.002	5445	23.745	32985	0.000	0.000	0.000	0.004	0.007	0.004	0.000	0.002	0.002	0.005	0.003	0.002	0.006	0.002	0.003	0.003	0.003	0.002	0.000	0.000
LS-55	NODE_3214_length_21499_cov_25.5	0.431	0.000	0.000	0.477	1.949	0.000	0.000	0.000	0.001	1.000	1.000	0.001	3337	22.386	21499	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_2491_length_25304_cov_25.4	0.499	0.004	0.000	0.990	1.191	0.004	0.000	0.006	0.002	0.765	1.000	0.002	3984	22.166	25304	0.006	0.004	0.006	0.001	0.005	0.004	0.003	0.006	0.003	0.001	0.005	0.006	0.003	0.000	0.004	0.005	0.006	0.004	0.009	0.003
LS-55	NODE_914_length_45740_cov_53.3	0.822	0.006	0.000	0.116	1.204	0.005	0.002	0.006	0.002	1.000	1.000	0.002	15147	46.920	45740	0.003	0.009	0.009	0.004	0.008	0.004	0.003	0.007	0.005	0.005	0.003	0.009	0.007	0.005	0.004	0.006	0.006	0.004	0.007	0.006
LS-55	NODE_9890_length_10459_cov_13.1	0.261	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	831	11.444	10459	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_7036_length_13044_cov_70.9	0.641	0.006	0.001	0.883	2.410	0.006	0.001	0.006	0.003	1.000	1.000	0.003	5718	62.518	13044	0.005	0.006	0.009	0.002	0.012	0.006	0.003	0.008	0.006	0.009	0.009	0.009	0.002	0.008	0.005	0.008	0.007	0.001	0.005	0.006
LS-55	NODE_41540_length_4113_cov_16.2	0.294	0.011	0.003	0.990	2.258	0.011	0.004	0.018	0.016	0.894	1.000	0.014	404	13.673	4113	0.018	0.000	0.019	0.022	0.000	0.027	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.000	0.021	0.054	0.000	0.026	0.020	0.000
LS-55	NODE_3020_length_22338_cov_14.7	0.387	0.001	0.000	0.000	0.379	0.002	0.006	0.002	0.001	1.000	1.000	0.002	2000	12.886	22338	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.000	0.003	0.000	0.000	0.000	0.003	0.003	0.003	0.000
LS-55	NODE_19551_length_6640_cov_7.2	0.228	0.003	0.002	0.101	0.580	0.006	0.012	0.006	0.007	1.000	1.000	0.010	288	6.189	6640	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.038	0.000	0.000	0.000	0.000
LS-55	NODE_2567_length_24827_cov_8.9	0.389	0.001	0.001	0.000	0.330	0.004	0.012	0.004	0.002	1.000	1.000	0.004	1369	7.923	24827	0.000	0.000	0.005	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.006	0.006	0.000	0.000	0.000	0.000	0.005	0.006	0.000
LS-55	NODE_58253_length_3336_cov_5.9	0.183	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	131	5.646	3336	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_1983_length_29357_cov_33.2	0.599	0.007	0.001	0.655	2.136	0.007	0.001	0.008	0.003	0.949	1.000	0.002	6059	29.254	29357	0.008	0.010	0.003	0.007	0.008	0.005	0.008	0.011	0.008	0.004	0.005	0.006	0.009	0.010	0.004	0.006	0.004	0.011	0.007	0.008
LS-55	NODE_47974_length_3761_cov_9.6	0.198	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	224	8.517	3761	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_47050_length_3808_cov_26.4	0.294	0.005	0.002	0.444	1.079	0.006	0.003	0.006	0.009	1.000	1.000	0.009	628	23.276	3808	0.000	0.000	0.000	0.012	0.000	0.013	0.000	0.000	0.036	0.000	0.000	0.000	0.000	0.000	0.014	0.014	0.000	0.000	0.012	0.000
LS-55	NODE_14328_length_8167_cov_9.7	0.248	0.001	0.001	0.000	0.317	0.005	0.014	0.005	0.002	1.000	1.000	0.006	497	8.678	8167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.014
LS-55	NODE_164_length_123167_cov_29.1	0.984	0.002	0.000	0.198	0.528	0.002	0.000	0.002	0.001	0.824	1.000	0.001	22116	25.723	123167	0.002	0.003	0.003	0.002	0.003	0.002	0.002	0.001	0.001	0.002	0.002	0.002	0.002	0.003	0.001	0.001	0.003	0.002	0.002	0.003
LS-55	NODE_1994_length_29283_cov_46.2	0.644	0.001	0.000	0.431	0.395	0.002	0.000	0.002	0.001	1.000	1.000	0.001	8311	40.888	29283	0.000	0.000	0.000	0.002	0.002	0.002	0.002	0.000	0.004	0.002	0.002	0.002	0.001	0.002	0.002	0.001	0.001	0.001	0.000	0.003
LS-55	NODE_3855_length_19217_cov_13.0	0.353	0.002	0.001	0.152	0.309	0.003	0.002	0.003	0.002	1.000	1.000	0.003	1546	11.523	19217	0.000	0.000	0.000	0.000	0.000	0.007	0.000	0.007	0.000	0.000	0.006	0.000	0.007	0.000	0.007	0.000	0.000	0.000	0.006	0.006
LS-55	NODE_12556_length_8897_cov_12.8	0.254	0.000	0.000	0.000	0.535	0.002	0.009	0.002	0.001	1.000	1.000	0.002	680	11.032	8897	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.009	0.000	0.000	0.000
LS-55	NODE_11778_length_9293_cov_12.5	0.283	0.002	0.001	0.000	0.380	0.008	0.026	0.008	0.004	1.000	1.000	0.008	735	11.202	9293	0.000	0.000	0.000	0.000	0.000	0.008	0.008	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.000	0.008	0.000
LS-55	NODE_26429_length_5486_cov_7.8	0.221	0.001	0.001	0.000	0.000	0.005	0.005	0.005	0.002	1.000	1.000	0.006	278	7.170	5486	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000
LS-55	NODE_19648_length_6617_cov_15.0	0.271	0.008	0.002	0.990	7.003	0.008	0.002	0.008	0.010	1.000	1.000	0.010	635	13.135	6617	0.007	0.011	0.000	0.000	0.009	0.000	0.009	0.000	0.000	0.008	0.010	0.009	0.009	0.009	0.026	0.037	0.000	0.020	0.000	0.000
LS-55	NODE_5295_length_15667_cov_21.5	0.406	0.012	0.001	0.553	1.354	0.012	0.002	0.012	0.006	1.000	1.000	0.006	2133	18.551	15667	0.010	0.009	0.007	0.024	0.009	0.013	0.017	0.011	0.012	0.014	0.004	0.009	0.013	0.016	0.008	0.004	0.015	0.027	0.012	0.009
LS-55	NODE_6598_length_13579_cov_34.2	0.458	0.008	0.001	0.084	0.251	0.011	0.007	0.011	0.003	1.000	1.000	0.006	2952	30.361	13579	0.004	0.010	0.005	0.005	0.003	0.003	0.006	0.005	0.006	0.010	0.008	0.014	0.002	0.024	0.008	0.013	0.008	0.005	0.010	0.005
LS-55	NODE_3118_length_21967_cov_30.2	0.485	0.003	0.001	0.305	0.929	0.002	0.001	0.004	0.002	0.611	1.000	0.002	4114	26.745	21967	0.003	0.002	0.007	0.002	0.004	0.000	0.000	0.004	0.002	0.000	0.002	0.002	0.006	0.006	0.002	0.007	0.000	0.002	0.000	0.002
LS-55	NODE_9595_length_10656_cov_10.6	0.299	0.004	0.001	0.000	0.231	0.012	0.023	0.012	0.003	1.000	1.000	0.010	662	8.972	10656	0.000	0.000	0.000	0.007	0.000	0.000	0.000	0.000	0.010	0.000	0.008	0.010	0.000	0.009	0.000	0.000	0.000	0.000	0.008	0.018
LS-55	NODE_19167_length_6723_cov_7.2	0.237	0.006	0.003	0.238	0.684	0.008	0.006	0.008	0.012	1.000	1.000	0.013	299	6.379	6723	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.050	0.000	0.024	0.000	0.023	0.000	0.000	0.024	0.000	0.000	0.000	0.000
LS-55	NODE_1346_length_37169_cov_27.4	0.634	0.005	0.000	0.000	0.005	0.002	0.002	0.006	0.001	0.419	1.000	0.002	6367	24.171	37169	0.005	0.009	0.006	0.002	0.006	0.007	0.006	0.006	0.006	0.009	0.001	0.005	0.007	0.006	0.004	0.005	0.005	0.002	0.003	0.005
LS-55	NODE_20048_length_6534_cov_34.2	0.396	0.010	0.001	0.338	0.993	0.010	0.002	0.013	0.006	0.957	1.000	0.006	1391	30.483	6534	0.010	0.020	0.005	0.008	0.019	0.005	0.010	0.004	0.010	0.005	0.015	0.015	0.009	0.020	0.013	0.010	0.005	0.000	0.000	0.019
LS-55	NODE_18014_length_7003_cov_12.2	0.233	0.001	0.001	0.141	0.944	0.001	0.002	0.001	0.002	1.000	1.000	0.003	506	10.489	7003	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.012	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_5113_length_16026_cov_26.9	0.398	0.002	0.001	0.678	0.879	0.003	0.001	0.003	0.002	1.000	1.000	0.002	2637	23.540	16026	0.000	0.000	0.002	0.009	0.000	0.004	0.002	0.000	0.005	0.000	0.002	0.002	0.005	0.000	0.000	0.005	0.002	0.002	0.000	0.005
LS-55	NODE_8490_length_11568_cov_12.9	0.317	0.005	0.001	0.743	0.857	0.004	0.001	0.011	0.006	0.461	1.000	0.005	939	11.485	11568	0.010	0.010	0.000	0.000	0.000	0.000	0.007	0.000	0.007	0.013	0.000	0.006	0.000	0.007	0.006	0.000	0.006	0.000	0.021	0.000
LS-55	NODE_13491_length_8484_cov_24.4	0.361	0.013	0.002	0.911	0.679	0.014	0.002	0.014	0.009	1.000	1.000	0.009	1330	21.136	8484	0.000	0.010	0.026	0.023	0.016	0.016	0.026	0.000	0.000	0.008	0.025	0.022	0.014	0.009	0.023	0.007	0.017	0.000	0.008	0.008
LS-55	NODE_61366_length_3233_cov_5.4	0.180	0.000	0.000	0.990	0.434	0.000	0.000	0.000	0.000	1.000	1.000	0.000	110	4.922	3233	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_81_length_193398_cov_76.4	1.000	0.000	0.000	0.205	0.400	0.000	0.000	0.000	0.000	0.390	0.981	0.000	90555	67.604	193398	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_49597_length_3681_cov_12.5	0.315	0.025	0.008	0.447	6.079	0.024	0.011	0.028	0.037	0.766	1.000	0.036	284	10.550	3681	0.000	0.105	0.000	0.000	0.000	0.022	0.000	0.038	0.000	0.000	0.000	0.050	0.028	0.000	0.077	0.000	0.000	0.000	0.103	0.069
LS-55	NODE_2500_length_25246_cov_57.9	0.677	0.002	0.000	0.872	0.584	0.002	0.000	0.004	0.001	0.361	0.924	0.001	8946	51.163	25246	0.004	0.002	0.002	0.002	0.003	0.001	0.003	0.000	0.004	0.002	0.003	0.000	0.002	0.002	0.003	0.001	0.002	0.002	0.001	0.000
LS-55	NODE_936_length_45109_cov_35.3	0.771	0.007	0.001	0.990	0.362	0.006	0.001	0.013	0.002	0.005	0.051	0.002	9843	31.173	45109	0.013	0.006	0.009	0.008	0.007	0.009	0.007	0.003	0.009	0.008	0.005	0.003	0.004	0.008	0.003	0.002	0.006	0.006	0.004	0.009
LS-55	NODE_2837_length_23299_cov_37.3	0.575	0.004	0.001	0.990	0.361	0.004	0.001	0.011	0.003	0.007	0.064	0.002	5365	32.792	23299	0.011	0.000	0.003	0.000	0.007	0.003	0.004	0.006	0.006	0.001	0.004	0.008	0.003	0.005	0.004	0.001	0.006	0.000	0.006	0.001
LS-55	NODE_301_length_83629_cov_24.1	0.913	0.001	0.000	0.144	0.127	0.001	0.001	0.003	0.001	0.007	0.064	0.001	12198	21.022	83629	0.002	0.005	0.002	0.001	0.001	0.001	0.002	0.002	0.001	0.000	0.000	0.001	0.001	0.001	0.000	0.001	0.002	0.000	0.000	0.000
LS-55	NODE_41_length_257585_cov_81.1	1.000	0.000	0.000	0.249	0.170	0.000	0.000	0.001	0.000	0.007	0.064	0.000	128068	71.811	257585	0.000	0.001	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_1352_length_37022_cov_17.4	0.565	0.002	0.000	0.097	0.208	0.000	0.003	0.004	0.002	0.008	0.070	0.002	3947	15.301	37022	0.004	0.003	0.000	0.007	0.000	0.005	0.003	0.003	0.003	0.000	0.003	0.000	0.000	0.000	0.000	0.000	0.005	0.003	0.000	0.000
LS-55	NODE_131_length_141970_cov_78.8	0.998	0.000	0.000	0.038	0.084	0.000	0.000	0.001	0.000	0.009	0.070	0.000	68637	69.682	141970	0.000	0.001	0.001	0.001	0.001	0.001	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LS-55	NODE_112_length_158386_cov_24.0	0.996	0.001	0.000	0.661	0.265	0.001	0.000	0.003	0.001	0.009	0.070	0.000	23243	21.158	158386	0.003	0.002	0.001	0.001	0.001	0.001	0.003	0.001	0.001	0.001	0.001	0.001	0.002	0.001	0.001	0.001	0.001	0.001	0.001	0.001
LS-55	NODE_76_length_195731_cov_76.3	1.000	0.000	0.000	0.222	0.142	0.000	0.000	0.001	0.000	0.008	0.070	0.000	91792	67.580	195731	0.001	0.001	0.000	0.001	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000	0.000	0.000	0.001	0.000	0.000	0.000
