sample	contig	NCBItaxID	NCBIrank	NCBItaxName	nFrags	retainedFrags	taxassignedFrags	fractionAgreement	lineage
LS-93	NODE_9167_length_10047_cov_19.3	31925	species	SM23-28-2 sp001303545	9	9	7	0.86	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SM23-28-2;f_SM23-28-2;g_SM23-28-2;s_SM23-28-2 sp001303545
LS-93	NODE_15194_length_7468_cov_11.9	2	superkingdom	Bacteria	12	10	4	0.64	d_Bacteria
LS-93	NODE_30027_length_4885_cov_17.0	64	family	Burkholderiaceae	12	11	7	0.66	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae
LS-93	NODE_45051_length_3808_cov_8.0	16434	genus	Delta-02	6	6	5	0.98	d_Bacteria;p_Desulfobacterota G;c_Syntrophorhabdia;o_Syntrophorhabdales;f_Syntrophorhabdaceae;g_Delta-02
LS-35	NODE_234_length_72039_cov_19.4	1455	order	Anaerolineales	32	26	15	0.62	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales
LS-35	NODE_13315_length_8108_cov_8.5	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
LS-35	NODE_20338_length_6448_cov_28.2	21332	family	UBA1163	10	10	5	0.66	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-35	NODE_28103_length_5414_cov_6.0	85701	family	HEL-GB-A	7	7	6	0.8	d_Archaea;p_Asgardarchaeota;c_Lokiarchaeia;o_Helarchaeales;f_HEL-GB-A
LS-35	NODE_36192_length_4717_cov_22.9	4	class	Gammaproteobacteria	10	10	6	0.82	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
LS-35	NODE_50432_length_3942_cov_7.0	2	superkingdom	Bacteria	6	6	6	1.0	d_Bacteria
LS-35	NODE_65493_length_3414_cov_11.6	61503	species	RBG-13-43-22 sp001797675	2	1	1	1.0	d_Bacteria;p_Desulfobacterota;c_RBG-13-43-22;o_RBG-13-43-22;f_RBG-13-43-22;g_RBG-13-43-22;s_RBG-13-43-22 sp001797675
LS-67	NODE_460_length_47319_cov_19.4	1	no rank	root	37	34	34	1.0	-_root
LS-67	NODE_2728_length_19870_cov_16.4	7106	order	Aminicenantales	15	15	9	0.62	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales
LS-67	NODE_8129_length_10367_cov_13.7	2	superkingdom	Bacteria	3	3	2	0.67	d_Bacteria
LS-67	NODE_19768_length_5936_cov_13.7	2	superkingdom	Bacteria	7	7	7	1.0	d_Bacteria
LS-76	NODE_26742_length_3494_cov_12.2	7047	species	Fen-1064 sp003162335	2	2	1	0.5	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_Fen-1064;g_Fen-1064;s_Fen-1064 sp003162335
LS-85	NODE_876_length_35917_cov_23.2	7107	family	Aminicenantaceae	26	25	13	0.55	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_Aminicenantaceae
LS-85	NODE_3933_length_15176_cov_17.9	20158	family	RBG-16-60-22	18	18	11	0.54	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-85	NODE_9182_length_9314_cov_19.8	24830	species	CAIQJJ01 sp903872065	9	7	4	0.57	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_UBA4823;g_CAIQJJ01;s_CAIQJJ01 sp903872065
LS-85	NODE_18275_length_6231_cov_27.1	6494	family	SG8-4	6	6	3	0.5	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-85	NODE_29935_length_4615_cov_20.7	83343	superkingdom	Archaea	5	5	4	0.76	d_Archaea
LS-85	NODE_49731_length_3382_cov_18.4	2	superkingdom	Bacteria	21	19	19	1.0	d_Bacteria
LS-65	NODE_38_length_237709_cov_32.0	2	superkingdom	Bacteria	54	44	27	0.58	d_Bacteria
LS-65	NODE_511_length_57634_cov_25.8	2702	phylum	Planctomycetota	50	46	24	0.55	d_Bacteria;p_Planctomycetota
LS-65	NODE_3814_length_17819_cov_17.5	83603	genus	Methanoregula	23	22	18	0.83	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_Methanoregula
LS-55	NODE_1873_length_30488_cov_17.3	86863	species	MVRE01 sp903900025	39	38	29	0.84	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_MVRE01;s_MVRE01 sp903900025
LS-55	NODE_3448_length_20613_cov_14.5	2	superkingdom	Bacteria	13	11	7	0.62	d_Bacteria
LS-55	NODE_5727_length_14897_cov_72.9	669	family	Arcobacteraceae	3	2	1	0.99	d_Bacteria;p_Campylobacterota;c_Campylobacteria;o_Campylobacterales;f_Arcobacteraceae
LS-55	NODE_9595_length_10656_cov_10.6	27	genus	Mycobacterium	11	11	6	0.51	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-55	NODE_15339_length_7795_cov_10.2	64	family	Burkholderiaceae	7	7	6	0.86	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae
LS-55	NODE_22269_length_6109_cov_83.5	840	phylum	Desulfobacterota	5	5	4	0.8	d_Bacteria;p_Desulfobacterota
LS-55	NODE_42808_length_4036_cov_5.0	14564	family	UBA4142	4	3	2	0.67	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_UBA4142;f_UBA4142
LS-55	NODE_66418_length_3084_cov_7.5	85338	species	LW40-45 sp019058445	2	2	2	1.0	d_Archaea;p_Asgardarchaeota;c_Lokiarchaeia;o_CR-4;f_SOKP01;g_LW40-45;s_LW40-45 sp019058445
LS-93	NODE_1764_length_25121_cov_19.3	1204	order	Dehalococcoidales	35	32	19	0.78	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales
LS-93	NODE_5181_length_13819_cov_18.5	74007	species	Mycobacterium sp903911165	18	14	10	0.82	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-85	NODE_5044_length_13118_cov_14.9	2	superkingdom	Bacteria	16	13	13	1.0	d_Bacteria
LS-85	NODE_11197_length_8322_cov_16.3	74007	species	Mycobacterium sp903911165	9	9	9	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-85	NODE_24053_length_5292_cov_21.8	1454	class	Anaerolineae	6	5	4	0.75	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-85	NODE_32723_length_4380_cov_8.7	2	superkingdom	Bacteria	5	4	4	1.0	d_Bacteria
LS-85	NODE_56024_length_3137_cov_12.0	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-65	NODE_64_length_191910_cov_32.8	2	superkingdom	Bacteria	43	39	26	0.67	d_Bacteria
LS-65	NODE_1523_length_31554_cov_54.6	86140	species	20-14-0-80-47-9 sp002779555	32	32	21	0.66	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_20-14-0-80-47-9;s_20-14-0-80-47-9 sp002779555
LS-65	NODE_4483_length_16140_cov_10.5	1	no rank	root	16	16	16	1.0	-_root
LS-65	NODE_9900_length_9827_cov_13.5	3087	genus	Planktothrix	16	15	15	1.0	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Microcoleaceae;g_Planktothrix
LS-65	NODE_21570_length_5998_cov_13.6	83784	order	B26-1	4	4	3	0.75	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-63	NODE_1509_length_28346_cov_38.3	6494	family	SG8-4	28	27	24	0.86	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-63	NODE_6470_length_12343_cov_12.1	4496	genus	LD21	15	14	9	0.67	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-63	NODE_18460_length_6551_cov_10.6	24	class	Actinomycetia	11	11	8	0.53	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
LS-63	NODE_31178_length_4753_cov_9.7	27	genus	Mycobacterium	7	7	7	1.0	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-63	NODE_59927_length_3226_cov_10.3	87856	species	CAIYYQ01 sp903930505	3	3	2	0.51	d_Archaea;p_Thermoplasmatota;c_E2;o_DHVEG-1;f_DHVEG-1;g_CAIYYQ01;s_CAIYYQ01 sp903930505
LS-55	NODE_114_length_155378_cov_80.7	2	superkingdom	Bacteria	59	52	35	0.69	d_Bacteria
LS-55	NODE_1470_length_35349_cov_30.1	74007	species	Mycobacterium sp903911165	45	42	16	0.54	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium;s_Mycobacterium sp903911165
LS-55	NODE_2876_length_23045_cov_18.6	21333	genus	UBA1163	24	23	12	0.61	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-55	NODE_4800_length_16668_cov_18.4	46	order	Burkholderiales	18	18	10	0.56	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
LS-55	NODE_7587_length_12389_cov_12.0	83786	genus	PALSA-986	6	4	2	0.5	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_PALSA-986
LS-76	NODE_4797_length_10337_cov_23.7	68304	species	DSXZ01 sp011367735	18	18	12	0.81	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-76	NODE_12397_length_5576_cov_40.4	68304	species	DSXZ01 sp011367735	9	9	7	0.99	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-76	NODE_33306_length_3053_cov_16.8	57183	species	PR03 sp018262315	3	3	2	0.67	d_Bacteria;p_Myxococcota A;c_UBA9160;o_UBA9160;f_PR03;g_PR03;s_PR03 sp018262315
LS-85	NODE_1313_length_28270_cov_12.5	653	phylum	Acidobacteriota	24	22	11	0.57	d_Bacteria;p_Acidobacteriota
LS-85	NODE_4994_length_13198_cov_20.8	19333	family	UBA4823	14	12	8	0.77	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Anaerolineales;f_UBA4823
LS-85	NODE_11042_length_8387_cov_11.7	2	superkingdom	Bacteria	3	3	3	1.0	d_Bacteria
LS-85	NODE_21572_length_5649_cov_10.8	20158	family	RBG-16-60-22	6	6	3	0.5	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-85	NODE_32611_length_4387_cov_9.2	2	superkingdom	Bacteria	1	1	1	1.0	d_Bacteria
LS-85	NODE_55877_length_3142_cov_25.3	840	phylum	Desulfobacterota	4	4	3	0.97	d_Bacteria;p_Desulfobacterota
LS-65	NODE_57_length_201107_cov_32.2	2	superkingdom	Bacteria	55	51	28	0.58	d_Bacteria
LS-63	NODE_21064_length_6041_cov_11.9	20158	family	RBG-16-60-22	8	8	5	0.61	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-63	NODE_37054_length_4291_cov_11.5	840	phylum	Desulfobacterota	4	3	3	1.0	d_Bacteria;p_Desulfobacterota
LS-55	NODE_16_length_360784_cov_77.6	2	superkingdom	Bacteria	98	80	51	0.59	d_Bacteria
LS-55	NODE_301_length_83629_cov_24.1	24	class	Actinomycetia	88	83	66	0.77	d_Bacteria;p_Actinobacteriota;c_Actinomycetia
LS-55	NODE_1750_length_31767_cov_15.1	4660	family	Thermoguttaceae	24	21	12	0.64	d_Bacteria;p_Planctomycetota;c_Planctomycetia;o_Pirellulales;f_Thermoguttaceae
LS-55	NODE_3252_length_21338_cov_15.0	3371	family	Casimicrobiaceae	19	19	10	0.55	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Casimicrobiaceae
LS-55	NODE_5295_length_15667_cov_21.5	21332	family	UBA1163	26	25	17	0.74	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-55	NODE_9101_length_11026_cov_11.1	4496	genus	LD21	11	10	9	0.88	d_Bacteria;p_Bacteroidota;c_Bacteroidia;o_Bacteroidales;f_VadinHA17;g_LD21
LS-55	NODE_14274_length_8184_cov_9.7	78861	species	RBG-13-52-11 sp001797745	10	10	5	0.62	d_Bacteria;p_Desulfobacterota;c_BSN033;o_B13-G15;f_RBG-16-54-18;g_RBG-13-52-11;s_RBG-13-52-11 sp001797745
LS-55	NODE_21290_length_6284_cov_33.8	83785	family	UBA233	4	4	2	0.5	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-93	NODE_65369_length_3032_cov_7.2	87199	species	DTGE01 sp018396725	3	2	1	0.5	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_40CM-2-53-6;f_DTGE01;g_DTGE01;s_DTGE01 sp018396725
LS-35	NODE_1112_length_32550_cov_13.6	86372	genus	FEN-33	33	32	18	0.6	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_UBA472;g_FEN-33
LS-35	NODE_4717_length_14117_cov_45.1	68304	species	DSXZ01 sp011367735	23	20	10	0.8	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_HGW-15;g_DSXZ01;s_DSXZ01 sp011367735
LS-35	NODE_8453_length_10347_cov_10.2	78861	species	RBG-13-52-11 sp001797745	13	13	8	0.7	d_Bacteria;p_Desulfobacterota;c_BSN033;o_B13-G15;f_RBG-16-54-18;g_RBG-13-52-11;s_RBG-13-52-11 sp001797745
LS-35	NODE_13763_length_7959_cov_7.5	37	class	Clostridia	4	4	2	0.5	d_Bacteria;p_Firmicutes A;c_Clostridia
LS-35	NODE_22495_length_6114_cov_7.4	2	superkingdom	Bacteria	3	3	2	0.67	d_Bacteria
LS-35	NODE_28960_length_5323_cov_15.5	21740	genus	RBG-16-66-30	9	9	8	0.88	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30
LS-35	NODE_38676_length_4549_cov_22.0	1203	class	Dehalococcoidia	8	8	6	0.67	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-35	NODE_52738_length_3847_cov_44.5	2	superkingdom	Bacteria	5	5	5	1.0	d_Bacteria
LS-35	NODE_66820_length_3378_cov_7.9	84293	species	Methanoregula sp002495055	3	3	2	0.67	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_Methanoregulaceae;g_Methanoregula;s_Methanoregula sp002495055
LS-65	NODE_326_length_74776_cov_81.9	2	superkingdom	Bacteria	46	42	36	0.87	d_Bacteria
LS-65	NODE_2773_length_21634_cov_32.5	6494	family	SG8-4	25	22	16	0.84	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-65	NODE_6342_length_13012_cov_11.2	2	superkingdom	Bacteria	18	17	17	1.0	d_Bacteria
LS-65	NODE_13154_length_8199_cov_10.6	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
LS-65	NODE_29307_length_4984_cov_8.2	2	superkingdom	Bacteria	4	3	3	1.0	d_Bacteria
LS-65	NODE_55198_length_3390_cov_23.1	83785	family	UBA233	5	5	3	0.96	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-63	NODE_396_length_52614_cov_23.4	2	superkingdom	Bacteria	42	38	33	0.86	d_Bacteria
LS-63	NODE_4573_length_15142_cov_10.5	83350	phylum	Thermoproteota	17	15	12	0.85	d_Archaea;p_Thermoproteota
LS-63	NODE_13194_length_8060_cov_8.8	840	phylum	Desulfobacterota	7	7	6	1.0	d_Bacteria;p_Desulfobacterota
LS-63	NODE_25265_length_5412_cov_7.7	21332	family	UBA1163	6	5	5	1.0	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-85	NODE_17453_length_6409_cov_8.6	73010	species	RBG-16-66-30 sp014894455	5	5	3	0.6	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales;f_RBG-16-66-30;g_RBG-16-66-30;s_RBG-16-66-30 sp014894455
LS-85	NODE_29272_length_4680_cov_8.4	82844	species	2-02-FULL-50-19 sp003141835	5	5	4	0.8	d_Bacteria;p_Omnitrophota;c_Koll11;o_UBA6215;f_UBA6215;g_2-02-FULL-50-19;s_2-02-FULL-50-19 sp003141835
LS-85	NODE_46516_length_3526_cov_40.3	49596	species	B33-G16 sp013375335	3	2	1	0.5	d_Bacteria;p_Desulfobacterota;c_DSM-4660;o_Desulfatiglandales;f_B25-G16;g_B33-G16;s_B33-G16 sp013375335
LS-65	NODE_22_length_290107_cov_32.6	2	superkingdom	Bacteria	88	77	58	0.67	d_Bacteria
LS-65	NODE_424_length_62981_cov_32.9	84111	genus	Bilamarchaeum	61	56	43	0.79	d_Archaea;p_Micrarchaeota;c_Micrarchaeia;o_Anstonellales;f_Bilamarchaeaceae;g_Bilamarchaeum
LS-65	NODE_3538_length_18737_cov_12.1	83784	order	B26-1	8	8	4	0.5	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1
LS-65	NODE_6975_length_12267_cov_35.6	83785	family	UBA233	11	9	5	0.5	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-65	NODE_16013_length_7220_cov_8.1	2	superkingdom	Bacteria	2	2	2	1.0	d_Bacteria
LS-65	NODE_32288_length_4699_cov_13.1	10879	species	Planktothrix agardhii	7	5	4	0.99	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales;f_Microcoleaceae;g_Planktothrix;s_Planktothrix agardhii
LS-65	NODE_59693_length_3232_cov_15.7	46355	species	CAILUG01 sp903844415	3	3	2	0.67	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Pseudomonadales;f_Pseudohongiellaceae;g_CAILUG01;s_CAILUG01 sp903844415
LS-65	NODE_24704_length_5522_cov_8.5	37485	family	SZUA-161	3	3	2	0.67	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SZUA-161;f_SZUA-161
LS-65	NODE_48521_length_3667_cov_5.9	53267	species	Myxococcus caerfyrddinensis	3	2	1	0.5	d_Bacteria;p_Myxococcota;c_Myxococcia;o_Myxococcales;f_Myxococcaceae;g_Myxococcus;s_Myxococcus caerfyrddinensis
LS-63	NODE_128_length_83719_cov_30.4	86028	genus	JACIVX01	94	87	55	0.69	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_Methanomassiliicoccales;f_JACIVX01;g_JACIVX01
LS-63	NODE_3420_length_18030_cov_13.7	68782	species	VGWB01 sp016873755	15	14	9	0.69	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_UBA10030;g_VGWB01;s_VGWB01 sp016873755
LS-63	NODE_11246_length_8869_cov_11.3	37485	family	SZUA-161	6	6	4	0.79	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_SZUA-161;f_SZUA-161
LS-63	NODE_23585_length_5644_cov_19.2	2	superkingdom	Bacteria	5	3	3	1.0	d_Bacteria
LS-63	NODE_40786_length_4049_cov_36.6	2	superkingdom	Bacteria	4	4	2	0.5	d_Bacteria
LS-55	NODE_25_length_302672_cov_16.1	83723	genus	UBA147	237	220	164	0.77	d_Archaea;p_Thermoplasmatota;c_Thermoplasmata;o_SG8-5;f_SG8-5;g_UBA147
LS-55	NODE_446_length_67614_cov_66.3	31463	species	JADJWR01 sp016716275	113	107	45	0.52	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JADJWR01;s_JADJWR01 sp016716275
LS-55	NODE_1921_length_29976_cov_70.1	85871	species	DRUK01 sp011370995	28	27	16	0.63	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233;g_DRUK01;s_DRUK01 sp011370995
LS-93	NODE_750_length_39705_cov_12.0	86487	species	JACTUA01 sp015660865	34	32	20	0.78	d_Archaea;p_Halobacteriota;c_Methanomicrobia;o_Methanomicrobiales;f_JACTUA01;g_JACTUA01;s_JACTUA01 sp015660865
LS-93	NODE_3876_length_16259_cov_11.4	21332	family	UBA1163	17	17	10	0.6	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-93	NODE_8252_length_10661_cov_9.8	82089	species	JAFNAG01 sp017860135	9	9	6	0.84	d_Bacteria;p_Acidobacteriota;c_UBA6911;o_UBA6911;f_UBA6911;g_JAFNAG01;s_JAFNAG01 sp017860135
LS-93	NODE_14181_length_7783_cov_36.8	1454	class	Anaerolineae	9	9	6	0.74	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-93	NODE_25366_length_5426_cov_11.2	68782	species	VGWB01 sp016873755	26	25	4	0.51	d_Bacteria;p_Bacteroidota;c_UBA10030;o_UBA10030;f_UBA10030;g_VGWB01;s_VGWB01 sp016873755
LS-93	NODE_42171_length_3963_cov_12.7	21332	family	UBA1163	7	6	4	0.8	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163
LS-93	NODE_66106_length_3012_cov_7.6	42609	species	JAFGNU01 sp016926875	3	2	1	0.5	d_Bacteria;p_Chloroflexota;c_Anaerolineae;o_Aggregatilineales;f_Aggregatilineaceae;g_JAFGNU01;s_JAFGNU01 sp016926875
LS-35	NODE_1243_length_30520_cov_37.0	31463	species	JADJWR01 sp016716275	40	39	18	0.66	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JADJWR01;s_JADJWR01 sp016716275
LS-35	NODE_4862_length_13907_cov_14.0	2	superkingdom	Bacteria	12	10	10	1.0	d_Bacteria
LS-35	NODE_8818_length_10114_cov_11.5	2	superkingdom	Bacteria	9	8	8	1.0	d_Bacteria
LS-35	NODE_648_length_43366_cov_13.1	1454	class	Anaerolineae	36	34	18	0.53	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-35	NODE_3187_length_17553_cov_65.9	2	superkingdom	Bacteria	8	7	7	1.0	d_Bacteria
LS-35	NODE_7585_length_10989_cov_18.5	7106	order	Aminicenantales	10	10	5	0.57	d_Bacteria;p_Acidobacteriota;c_Aminicenantia;o_Aminicenantales
LS-35	NODE_12438_length_8410_cov_12.6	1203	class	Dehalococcoidia	6	5	3	0.51	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-35	NODE_17870_length_6915_cov_9.3	85841	genus	UBA8941	9	9	6	0.67	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_TCS64;f_TCS64;g_UBA8941
LS-35	NODE_25983_length_5648_cov_10.4	20158	family	RBG-16-60-22	6	5	5	1.0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-35	NODE_34394_length_4854_cov_17.5	21333	genus	UBA1163	8	7	3	0.59	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163
LS-35	NODE_47084_length_4093_cov_6.4	825	order	Cyanobacteriales	4	4	1	0.88	d_Bacteria;p_Cyanobacteria;c_Cyanobacteriia;o_Cyanobacteriales
LS-35	NODE_61014_length_3552_cov_14.2	46	order	Burkholderiales	3	3	2	0.67	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales
LS-67	NODE_129_length_77798_cov_14.3	1356	family	Bryobacteraceae	72	67	47	0.75	d_Bacteria;p_Acidobacteriota;c_Acidobacteriae;o_Bryobacterales;f_Bryobacteraceae
LS-63	NODE_27202_length_5181_cov_10.7	20158	family	RBG-16-60-22	6	6	6	1.0	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia;o_Dehalococcoidales;f_RBG-16-60-22
LS-63	NODE_48340_length_3662_cov_15.9	2	superkingdom	Bacteria	3	3	2	0.5	d_Bacteria
LS-55	NODE_68_length_204640_cov_62.0	31463	species	JADJWR01 sp016716275	274	262	115	0.51	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae;g_JADJWR01;s_JADJWR01 sp016716275
LS-55	NODE_936_length_45109_cov_35.3	7083	family	Competibacteraceae	48	48	27	0.66	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Competibacterales;f_Competibacteraceae
LS-55	NODE_2491_length_25304_cov_25.4	18408	genus	Hyphomicrobium	37	36	29	0.87	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Hyphomicrobiaceae;g_Hyphomicrobium
LS-55	NODE_4045_length_18640_cov_17.0	4	class	Gammaproteobacteria	16	16	8	0.54	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria
LS-55	NODE_6848_length_13263_cov_13.8	27	genus	Mycobacterium	13	12	7	0.55	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-55	NODE_11841_length_9251_cov_9.8	2	superkingdom	Bacteria	7	7	7	1.0	d_Bacteria
LS-55	NODE_18242_length_6941_cov_7.3	2	superkingdom	Bacteria	4	4	3	0.67	d_Bacteria
LS-55	NODE_28872_length_5186_cov_38.2	11528	genus	Rhodoplanes	7	7	5	0.82	d_Bacteria;p_Proteobacteria;c_Alphaproteobacteria;o_Rhizobiales;f_Xanthobacteraceae;g_Rhodoplanes
LS-55	NODE_5502_length_15264_cov_8.5	2	superkingdom	Bacteria	15	13	10	0.77	d_Bacteria
LS-55	NODE_9320_length_10845_cov_8.4	1454	class	Anaerolineae	11	11	4	0.55	d_Bacteria;p_Chloroflexota;c_Anaerolineae
LS-55	NODE_14847_length_7966_cov_9.5	1203	class	Dehalococcoidia	7	6	4	0.74	d_Bacteria;p_Chloroflexota;c_Dehalococcoidia
LS-55	NODE_22175_length_6126_cov_18.3	27	genus	Mycobacterium	5	5	3	0.73	d_Bacteria;p_Actinobacteriota;c_Actinomycetia;o_Mycobacteriales;f_Mycobacteriaceae;g_Mycobacterium
LS-55	NODE_42342_length_4065_cov_9.9	2	superkingdom	Bacteria	4	4	4	1.0	d_Bacteria
LS-55	NODE_66376_length_3085_cov_11.4	64	family	Burkholderiaceae	4	4	4	1.0	d_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Burkholderiales;f_Burkholderiaceae
LS-93	NODE_1387_length_28606_cov_16.6	6494	family	SG8-4	30	25	19	0.85	d_Bacteria;p_Planctomycetota;c_Phycisphaerae;o_Sedimentisphaerales;f_SG8-4
LS-93	NODE_4906_length_14285_cov_164.0	83785	family	UBA233	15	14	11	0.75	d_Archaea;p_Thermoproteota;c_Bathyarchaeia;o_B26-1;f_UBA233
LS-93	NODE_9397_length_9902_cov_179.1	2	superkingdom	Bacteria	4	3	2	0.67	d_Bacteria
LS-93	NODE_15350_length_7421_cov_11.5	21334	species	UBA1163 sp002780715	11	8	4	0.5	d_Bacteria;p_Desulfobacterota;c_BSN033;o_BSN033;f_UBA1163;g_UBA1163;s_UBA1163 sp002780715
